NPC类型ID	NPC模型路径	模型缩放比例	脚底选择框	物体缩放比例	特效缩放比例	NPC等级	NPC行为类型	NPC分类	NPC名字	名字颜色	名字显示	NPC称号	称号颜色	Title显示	NPC阵营	备注	备注显示	待机对话	NPC对话半身像	NPC目标小头像	Npc功能标志位	Npc功能类型	门派	职业	地图	采集类型	限制条件1	限制条件2	永久定点刷新	出生脚本	背景图	NPC_FLAGS	包围框高度	死亡脚本	动态障碍	坐骑id	目标头像框样式	走路动作频率修正	出生自带特效技能	死亡播放音效	被击播放音效	进入区域喊话ID	点击喊话ID	
60100236	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"豆子"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1002	0	459	1	1	0	"Textures/2DNPC/huacao03_87_102.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100237	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"水稻"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1002	0	465	1	1	0	"Textures/2DNPC/shuidao.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100238	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"粟米"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1002	0	471	1	1	0	"Textures/2DNPC/shumu_126_103.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100239	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"夔牛之皮"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1002	0	476	1	1	0	"Textures/2DNPC/niupi_66_66.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100240	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"五谷种子"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1002	0	488	1	1	0	"Textures/2DNPC/lvdou01_33_23.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100241	"Data\npc\npc-task\lanshuijing\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"玉石阵法"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1002	0	467	1	1	0	"Textures\2DNPC\empty.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100242	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.700000	1.000000	1	10	5	"古树"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1002	0	473	1	1	0	"Textures\2DNPC\empty.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100333	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"甘露"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	503	1	1	0	"Textures/2DNPC/heye01_64_34.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100334	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"枯萎的桑树"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	0	1	1	0	"Textures/2DNPC/shu01.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100335	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"黍米"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	504	1	1	0	"Textures/2DNPC/dacao_70_57.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100336	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"豆子"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	509	1	1	0	"Textures/2DNPC/huacao03_87_102.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100337	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"水稻"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	515	1	1	0	"Textures/2DNPC/shuidao.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100338	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"粟米"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	521	1	1	0	"Textures/2DNPC/shumu_126_103.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100339	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"夔牛之皮"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	526	1	1	0	"Textures/2DNPC/niupi_66_66.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100340	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"五谷种子"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	538	1	1	0	"Textures/2DNPC/lvdou01_33_23.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100341	"Data\npc\npc-task\lanshuijing\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"玉石阵法"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	517	1	1	0	"Textures\2DNPC\empty.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60100342	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.700000	1.000000	1	10	5	"古树"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1003	0	523	1	1	0	"Textures\2DNPC\empty.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101130	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"五色花"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	0	561	1	0	0	"Textures/2DNPC/gaojicaoyao03_113_91.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101131	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"龟甲"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	0	571	1	0	0	"Textures/2DNPC/guike_75_57.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101132	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"月华石"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	11011	0	593	1	1	0	"Textures/2DNPC/kuangshi01_54_33.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101140	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"龙涎草"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	0	553	1	0	0	"Textures/2DNPC/xiaocao_55_44.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101141	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"菖蒲草"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	4	0	310105791	0	0	"Textures/2DNPC/huacao02_111_96.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101143	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	50	10	5	"天星藤"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	1	0	0	0	0	"Textures/2DNPC/tengman.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101144	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	50	10	5	"风雷竹"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	1	0	0	0	0	"Textures/2DNPC/zhuzi01_122_130.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101145	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	50	10	5	"雪莲花"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	1	0	0	0	0	"Textures/2DNPC/gaojicaoyao03_113_91.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101146	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	50	10	5	"紫焰草"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	1	0	0	0	0	"Textures/2DNPC/gaojicaoyao01_104_84.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101147	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	50	10	5	"五色石"	52	1	""	64	1	2	""	1	""	""	0	0	2	0	0	1011	1	0	0	0	0	"Textures/2DNPC/gaojikuangshi03_64_51.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101148	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	50	10	5	""	52	1	""	64	1	2	""	1	""	""	4316002	0	0	0	0	1011	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	5004	0	0	0	0	0	
60101180	"data\npc\mon-animal\3jiuli\xuanshe01\actor01.kfm"	1.100000	""	1.000000	1.000000	50	10	5	""	52	1	""	64	1	2	""	1	""	""	4312304	0	0	0	0	1011	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60101181	"data\npc\mon-animal\3jiuli\xuanshe01\actor01.kfm"	1.100000	""	1.000000	1.000000	50	10	5	""	52	1	""	64	1	2	""	1	""	""	4312304	0	0	0	0	1011	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60101182	"data\npc\mon-animal\3jiuli\xuanshe01\actor01.kfm"	1.100000	""	1.000000	1.000000	50	10	5	""	52	1	""	64	1	2	""	1	""	""	4312304	0	0	0	0	1011	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60101183	"data\npc\mon-animal\3jiuli\xuanshe01\actor01.kfm"	1.100000	""	1.000000	1.000000	50	10	5	""	52	1	""	64	1	2	""	1	""	""	4312304	0	0	0	0	1011	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60101184	"data\npc\mon-animal\3jiuli\xuanshe01\actor01.kfm"	1.100000	""	1.000000	1.000000	50	10	5	""	52	1	""	64	1	2	""	1	""	""	4312304	0	0	0	0	1011	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60101185	"data\npc\mon-animal\3jiuli\xuanshe01\actor01.kfm"	1.100000	""	1.000000	1.000000	50	10	5	""	52	1	""	64	1	2	""	1	""	""	4312304	0	0	0	0	1011	0	111	0	0	0	""	0	0	0	0	0	0	1.000000.	0	207051	0	0	0	0	
60101230	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"五色花"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1012	0	611	1	1	0	"Textures/2DNPC/gaojicaoyao03_113_91.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101231	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"龟甲"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1012	0	621	1	1	0	"Textures/2DNPC/guike_75_57.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101232	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"月华石"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	11012	0	643	1	1	0	"Textures/2DNPC/kuangshi01_54_33.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101240	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"龙涎草"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1012	0	603	1	1	0	"Textures/2DNPC/xiaocao_55_44.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101241	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"菖蒲草"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1012	4	0	310105791	1	0	"Textures/2DNPC/huacao02_111_96.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101330	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"五色花"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1013	0	661	1	1	0	"Textures/2DNPC/gaojicaoyao03_113_91.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101331	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"龟甲"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1013	0	671	1	1	0	"Textures/2DNPC/guike_75_57.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101332	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"月华石"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	11013	0	693	1	1	0	"Textures/2DNPC/kuangshi01_54_33.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101340	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"龙涎草"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1013	0	653	1	1	0	"Textures/2DNPC/xiaocao_55_44.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60101341	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"菖蒲草"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1013	4	0	310105791	1	0	"Textures/2DNPC/huacao02_111_96.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60102132	"data\npc\mon-boss\mojian01\actor.kfm"	0.500000	""	1.000000	1.000000	1	10	5	"阵眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1021	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60102133	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"封魔石"	52	1	""	64	1	0	""	1	""	""	4316002	0	2	0	0	1021	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60102134	"Data\npc\npc-task\sczf1\Actor.kfm"	0.700000	""	1.000000	1.000000	1	10	5	""	52	1	""	64	1	0	""	1	""	""	4316002	0	1	0	0	1021	0	0	0	0	0	""	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60102135	"Data\npc\npc-task\sczf2\Actor.kfm"	0.700000	""	1.000000	1.000000	1	10	5	""	52	1	""	64	1	0	""	1	""	""	4316002	0	1	0	0	1021	0	0	0	0	0	""	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60102136	"Data\npc\npc-task\sczf3\Actor.kfm"	0.700000	""	1.000000	1.000000	1	10	5	""	52	1	""	64	1	0	""	1	""	""	4316002	0	1	0	0	1021	0	0	0	0	0	""	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60102232	"data\npc\mon-boss\mojian01\actor.kfm"	0.500000	""	1.000000	1.000000	1	10	5	"阵眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1022	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60102233	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"封魔石"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1022	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60102332	"data\npc\mon-boss\mojian01\actor.kfm"	0.500000	""	1.000000	1.000000	1	10	5	"阵眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1023	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60102333	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"封魔石"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1023	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103130	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"火龙阵眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60103131	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"天火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103132	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"地火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103133	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"心火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103138	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	80	10	5	"诛天"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	15101	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103139	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	80	10	5	"绝地"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	15101	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103140	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"金灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103141	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"土灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103142	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"火灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103143	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"蛇眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103144	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"蛇鳞"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1031	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103230	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"火龙阵眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60103231	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"天火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103232	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"地火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103233	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"心火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103238	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	80	10	5	"诛天"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	15101	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103239	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	80	10	5	"绝地"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	15101	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103240	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"金灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103241	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"土灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103242	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"火灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103243	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"蛇眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103244	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"蛇鳞"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1032	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103330	"Data\npc\npc-other\toumingren\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"火龙阵眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	0	0	0	0	0	1.000000.	50035	0	0	0	0	0	
60103331	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"天火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103332	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"地火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103333	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	3.000000	1.000000	1	10	5	"心火鼎心"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103338	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	80	10	5	"诛天"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	15101	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103339	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	80	10	5	"绝地"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	15101	121	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103340	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"金灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103341	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"土灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103342	"Data\role\npc-special\effect-01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"火灵气"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	"Textures\2DNPC\kongbai_128_128.tga"	0	0	0	0	0	0	1.000000.	0	0	0	0	0	0	
60103343	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"蛇眼"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60103344	"data\npc\mon-boss\mojian01\actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"蛇鳞"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	1033	0	0	0	1	0	""	0	0	0	0	0	0	1.000000.	0	207042	0	0	0	0	
60200120	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	5	"燧木枯枝"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2001	0	116	1	1	0	"Textures\2DNPC\kongbai_64_64.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200121	"Data\role\npc-special\effect-01\Actor.kfm"	1.000000	""	1.000000	1.000000	1	60200121	5	"火柱"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2001	0	102	1	1	0	"Textures\2DNPC\kongbai_91_146.tga"	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
60200122	"data\npc\mon-animal\2xuanyuan\huoniao01\actor01.kfm"	0.200000	""	1.000000	1.000000	1	60200122	5	"火鸦"	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2001	0	109	1	1	0	""	0	0	0	0	0	0	1.000000.	0	207061	0	0	0	0	
60200133	"Data\npc\npc-other\huoyanpingzhang\Actor.kfm"	1.000000	""	1.000000	1.000000	1	10	0	""	52	1	""	64	1	0	""	1	""	""	0	0	2	0	0	2001	0	0	1	1	0	""	0	47	0	0	0	0	1.000000.	0	0	0	0	0	0	
