类型ID	有效标志位	名称	部位	颜色	门派职业限制	等级限制	表现类型ID	性别限制	有效期限	允许续费	时间限制ID	允许超时	地点限制ID	允许离开	携带数量上限ID	可否存入仓库	使用次数限制ID	变身模板限制ID	可否修复	最大耐久	耐久扣减速度	鉴定方式	鉴定品质系数	绑定方式	出售设置	丢弃设置	金币价格	声望价格	家族价格	荣誉价格	师德价格	强化规则ID	打孔镶嵌摘除规则ID	铭刻规则ID	附魔规则ID	回炉规则ID	分解规则ID	白色属性池ID	白色属性等级	蓝色属性池ID	蓝色属性数下限	蓝色属性数上限	蓝色属性等级	技能激活池ID	所属套装ID	模型路径	模型类别	图标前景ID	图标背景ID	掉落图标ID	装备特效规则ID	描述文本	攻击间隔	掉落特效ID	碎片ID	碎片数量
23007023	0	龙心[致命]	2	2	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	0	22100023	0	2	11	23007023	10011	1023003	55	2023013	2	2	27	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307302	2
33007023	0	龙鳞披风[闪避]	3	2	30	71	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3100	10000	100	100	0	32100023	0	2	11	33007023	10011	1033003	55	2033013	2	2	27	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307303	2
113007023	0	厚德[命中]	11	2	30	75	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	0	112100023	0	2	11	113007023	10011	1113003	55	2113013	2	2	27	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307311	2
23007033	0	龙心[致命]	2	3	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	0	22100033	0	2	11	23007033	10011	1023003	72	2023013	2	2	28	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407302	5
33007033	0	龙鳞披风[闪避]	3	3	30	89	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	12400	10000	100	100	0	32100033	0	2	11	33007033	10011	1033003	72	2033013	2	2	28	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407303	5
113007033	0	厚德[命中]	11	3	30	75	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	0	112100033	0	2	11	113007033	10011	1113003	72	2113013	2	2	28	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407311	5
23007043	0	龙心[致命]	2	4	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	39000	10000	100	100	0	22100043	0	2	11	23007043	10011	1023003	93	2023013	2	2	32	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507302	10
33007043	0	龙鳞披风[闪避]	3	4	30	71	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	37200	10000	100	100	0	32100043	0	2	11	33007043	10011	1033003	93	2033013	2	2	32	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507303	10
113007043	0	厚德[命中]	11	4	30	75	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	39000	10000	100	100	0	112100043	0	2	11	113007043	10011	1113003	93	2113013	2	2	32	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507311	10
23007004	0	龙心[韧性]	2	0	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	0	0	0	1	10	23007004	10011	1023004	34	2023004	0	0	0	0	0	0	0	2021003	9000005	7021000	0	""	-1	0	0	0
33007004	0	龙鳞披风[韧性]	3	0	30	89	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	310	10000	100	100	0	0	0	1	10	33007004	10011	1033004	34	2033004	0	0	0	0	0	0	0	2031003	9000005	7031000	0	""	-1	0	0	0
113007004	0	厚德[闪避]	11	0	30	80	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	0	0	0	1	10	113007004	10011	1113004	34	2113004	0	0	0	0	0	0	0	2111003	9000005	7111000	0	""	-1	0	0	0
23007014	0	龙心[韧性]	2	1	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	0	22100014	0	2	11	23007014	10011	1023004	44	2023004	1	1	26	0	0	0	0	2021003	9000005	7021000	0	""	-1	0	0	0
33007014	0	龙鳞披风[韧性]	3	1	30	89	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	620	10000	100	100	0	32100014	0	2	11	33007014	10011	1033004	44	2033004	1	1	26	0	0	0	0	2031003	9000005	7031000	0	""	-1	0	0	0
113007014	0	厚德[闪避]	11	1	30	80	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	0	112100014	0	2	11	113007014	10011	1113004	44	2113004	1	1	26	0	0	0	0	2111003	9000005	7111000	0	""	-1	0	0	0
23007024	0	龙心[韧性]	2	2	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	0	22100024	0	2	11	23007024	10011	1023004	55	2023014	2	2	27	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307402	2
33007024	0	龙鳞披风[韧性]	3	2	30	89	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3100	10000	100	100	0	32100024	0	2	11	33007024	10011	1033004	55	2033014	2	2	27	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307403	2
113007024	0	厚德[闪避]	11	2	30	80	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	0	112100024	0	2	11	113007024	10011	1113004	55	2113014	2	2	27	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307411	2
23007034	0	龙心[韧性]	2	3	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	0	22100034	0	2	11	23007034	10011	1023004	72	2023014	2	2	28	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407402	5
33007034	0	龙鳞披风[韧性]	3	3	30	89	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	12400	10000	100	100	0	32100034	0	2	11	33007034	10011	1033004	72	2033014	2	2	28	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407403	5
113007034	0	厚德[闪避]	11	3	30	80	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	0	112100034	0	2	11	113007034	10011	1113004	72	2113014	2	2	28	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407411	5
23007044	0	龙心[韧性]	2	4	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	39000	10000	100	100	0	22100044	0	2	11	23007044	10011	1023004	93	2023014	2	2	32	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507402	10
33007044	0	龙鳞披风[韧性]	3	4	30	89	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	37200	10000	100	100	0	32100044	0	2	11	33007044	10011	1033004	93	2033014	2	2	32	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507403	10
113007044	0	厚德[闪避]	11	4	30	80	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	39000	10000	100	100	0	112100044	0	2	11	113007044	10011	1113004	93	2113014	2	2	32	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507411	10
23007005	0	龙心[生命]	2	0	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	0	0	0	1	10	23007005	10011	1023005	12	2023005	0	0	0	0	0	0	0	2021003	9000005	7021000	0	""	-1	0	0	0
33007005	0	龙鳞披风[生命]	3	0	30	70	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	310	10000	100	100	0	0	0	1	10	33007005	10011	1033005	12	2033005	0	0	0	0	0	0	0	2031003	9000005	7031000	0	""	-1	0	0	0
113007005	0	厚德[致命]	11	0	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	0	0	0	1	10	113007005	10011	1113005	34	2113005	0	0	0	0	0	0	0	2111003	9000005	7111000	0	""	-1	0	0	0
23007015	0	龙心[生命]	2	1	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	0	22100015	0	2	11	23007015	10011	1023005	15	2023005	1	1	9	0	0	0	0	2021003	9000005	7021000	0	""	-1	0	0	0
33007015	0	龙鳞披风[生命]	3	1	30	70	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	620	10000	100	100	0	32100015	0	2	11	33007015	10011	1033005	15	2033005	1	1	9	0	0	0	0	2031003	9000005	7031000	0	""	-1	0	0	0
113007015	0	厚德[致命]	11	1	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	0	112100015	0	2	11	113007015	10011	1113005	44	2113005	1	1	26	0	0	0	0	2111003	9000005	7111000	0	""	-1	0	0	0
23007025	0	龙心[生命]	2	2	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	0	22100025	0	2	11	23007025	10011	1023005	18	2023015	2	2	9	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307502	2
33007025	0	龙鳞披风[生命]	3	2	30	70	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3100	10000	100	100	0	32100025	0	2	11	33007025	10011	1033005	18	2033015	2	2	9	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307503	2
113007025	0	厚德[致命]	11	2	30	70	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	0	112100025	0	2	11	113007025	10011	1113005	55	2113015	2	2	27	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400307511	2
23007035	0	龙心[生命]	2	3	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	0	22100035	0	2	11	23007035	10011	1023005	24	2023015	2	2	9	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407502	5
33007035	0	龙鳞披风[生命]	3	3	30	85	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	12400	10000	100	100	0	32100035	0	2	11	33007035	10011	1033005	24	2033015	2	2	9	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407503	5
113007035	0	厚德[致命]	11	3	30	78	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	7	2	1	0	13000	10000	100	100	0	112100035	0	2	11	113007035	10011	1113005	72	2113015	2	2	28	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400407511	5
23007045	0	龙心[生命]	2	4	30	75	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	39000	10000	100	100	0	22100045	0	2	11	23007045	10011	1023005	31	2023015	2	2	10	0	0	0	0	2021003	9000005	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507502	10
33007045	0	龙鳞披风[生命]	3	4	30	85	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	37200	10000	100	100	0	32100045	0	2	11	33007045	10011	1033005	31	2033015	2	2	10	0	0	0	0	2031003	9000005	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507503	10
113007045	0	厚德[致命]	11	4	30	78	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	8	2	1	0	39000	10000	100	100	0	112100045	0	2	11	113007045	10011	1113005	93	2113015	2	2	32	0	0	0	0	2111003	9000005	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400507511	10
																																																								
1107050	1	神器·诛仙	0	5	11	80	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	13	1	0	0	1	10000	100	100	100	0	3	1	10	1107050	10	1001000	950	2001010	3	3	100	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	此装备已被强化到极致，不可以再被强化	350	0	0	0
1207050	1	神器·大圣悔	0	5	12	80	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	13	1	0	0	1	10000	100	100	100	0	3	1	10	1207050	10	1001000	950	2001010	3	3	100	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	此装备已被强化到极致，不可以再被强化	350	0	0	0
2107050	1	神器·戮神	0	5	21	80	21	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	13	1	0	0	1	10000	100	100	100	0	3	1	10	2107050	10	1002000	950	2002010	3	3	100	0	0	Data/player/9weapon/070glaive.nif	0	2002103	9000003	7002100	21070	此装备已被强化到极致，不可以再被强化	600	0	0	0
2207050	1	神器·天烬	0	5	22	80	22	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	13	1	0	0	1	10000	100	100	100	0	3	1	10	2207050	10	1002000	950	2002010	3	3	100	0	0	Data/player/9weapon/070blade.nif	23	2002203	9000003	7002200	22070	此装备已被强化到极致，不可以再被强化	300	0	0	0
																																																								
1109000	1	佛恨	0	0	11	90	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	600	10000	100	100	100	0	0	1	10	1109000	10	1001000	42	2001000	0	0	0	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	""	350	0	0	0
1209000	1	血梵音	0	0	12	90	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	600	10000	100	100	100	0	0	1	10	1209000	10	1001000	42	2001000	0	0	0	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	""	350	0	0	0
11009000	1	灭佛冠	1	0	10	90	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	11009000	10011	1011000	42	2011000	0	0	0	0	0	Data/player/1kunlun/%s/070hair.nif	1	2011003	9000001	7011000	0	""	-1	0	0	0
21009000	1	魂舍利[攻击]	2	0	10	90	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	100	0	0	1	10	21009000	10011	1021000	16	2021000	0	0	0	0	0	0	0	2021003	9000001	7021000	0	""	-1	0	0	0
31009000	1	血袈裟[物防]	3	0	10	93	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	310	10000	100	100	100	0	0	1	10	31009000	10011	1031000	16	2031000	0	0	0	0	0	0	0	2031003	9000001	7031000	0	""	-1	0	0	0
41009000	1	灭佛护肩	4	0	10	90	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	41009000	10011	1041000	42	2041000	0	0	0	0	0	Data/player/1kunlun/%s/070sdr.nif	4	2041003	9000001	7041000	0	""	-1	0	0	0
51009000	1	灭佛裳	5	0	10	100	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	345	10000	100	100	100	0	0	1	10	51009000	10011	1051000	42	2051000	0	0	0	0	0	Data/player/1kunlun/%s/070body.nif	5	2051003	9000001	7051000	510070	""	-1	0	0	0
61009000	1	灭佛带	6	0	10	95	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	61009000	10011	1061000	42	2061000	0	0	0	0	0	0	0	2061003	9000001	7061000	0	""	-1	0	0	0
71009000	1	灭佛裤	7	0	10	96	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	350	10000	100	100	100	0	0	1	10	71009000	10011	1071000	42	2071000	0	0	0	0	0	0	0	2071003	9000001	7071000	0	""	-1	0	0	0
81009000	1	灭佛鞋	8	0	10	90	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	81009000	10011	1081000	42	2081000	0	0	0	0	0	0	0	2081003	9000001	7081000	0	""	-1	0	0	0
91009000	0	灭佛护腕	9	0	10	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	91009000	10011	1091000	42	2091000	0	0	0	0	0	0	0	2091003	9000001	7091000	0	""	-1	0	0	0
101009000	1	灭佛手套	10	0	10	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	300	10000	100	100	100	0	0	1	10	101009000	10011	1101000	42	2101000	0	0	0	0	0	0	0	2101003	9000001	7101000	0	""	-1	0	0	0
111009000	1	破佛血[攻击]	11	0	10	95	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	0	0	0	325	10000	100	100	100	0	0	1	10	111009000	10011	1111000	16	2111000	0	0	0	0	0	0	0	2111003	9000001	7111000	0	""	-1	0	0	0
1109010	1	噬仙	0	1	11	90	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	1200	10000	100	100	100	1100010	0	2	11	1109010	10	1001000	52	2001000	1	1	31	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	""	350	0	0	0
1209010	1	问天琴	0	1	12	90	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	1200	10000	100	100	100	1100010	0	2	11	1209010	10	1001000	52	2001000	1	1	31	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	""	350	0	0	0
11009010	1	罚道冠	1	1	10	90	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	11100010	0	2	11	11009010	10011	1011000	52	2011000	1	1	17	0	0	Data/player/1kunlun/%s/070hair.nif	1	2011003	9000001	7011000	0	""	-1	0	0	0
21009010	1	七罪联[攻击]	2	1	10	90	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	100	21100010	0	2	11	21009010	10011	1021000	20	2021000	1	1	15	0	0	0	0	2021003	9000001	7021000	0	""	-1	0	0	0
31009010	1	杀戮披[物防]	3	1	10	93	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	620	10000	100	100	100	31100010	0	2	11	31009010	10011	1031000	20	2031000	1	1	15	0	0	0	0	2031003	9000001	7031000	0	""	-1	0	0	0
41009010	1	罚道护肩	4	1	10	90	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	41100010	0	2	11	41009010	10011	1041000	52	2041000	1	1	17	0	0	Data/player/1kunlun/%s/070sdr.nif	4	2041003	9000001	7041000	0	""	-1	0	0	0
51009010	1	罚道裳	5	1	10	100	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	690	10000	100	100	100	51100010	0	2	11	51009010	10011	1051000	52	2051000	1	1	31	0	0	Data/player/1kunlun/%s/070body.nif	5	2051003	9000001	7051000	510070	""	-1	0	0	0
61009010	1	罚道带	6	1	10	95	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	600	10000	100	100	100	61100010	0	2	11	61009010	10011	1061000	52	2061000	1	1	31	0	0	0	0	2061003	9000001	7061000	0	""	-1	0	0	0
71009010	1	罚道裤	7	1	10	96	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	1	2	1	0	700	10000	100	100	100	71100010	0	2	11	71009010	10011	1071000	52	2071000	1	1	31	0	0	0	0	2071003	9000001	7071000	0	""	-1	0	0	0
81009010	1	罚道鞋	8	1	10	90	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	81100010	0	2	11	81009010	10011	1081000	52	2081000	1	1	17	0	0	0	0	2081003	9000001	7081000	0	""	-1	0	0	0
91009010	0	罚道护腕	9	1	10	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	2	1	0	600	10000	100	100	100	91100010	0	2	11	91009010	10011	1091000	52	2091000	1	1	17	0	0	0	0	2091003	9000001	7091000	0	""	-1	0	0	0
101009010	1	罚道手套	10	1	10	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	9	0	1	0	600	10000	100	100	100	101100010	0	2	11	101009010	10011	1101000	52	2101000	1	1	17	0	0	0	0	2101003	9000001	7101000	0	""	-1	0	0	0
111009010	1	怒问道[攻击]	11	1	10	95	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	5	2	1	0	650	10000	100	100	100	111100010	0	2	11	111009010	10011	1111000	20	2111000	1	1	15	0	0	0	0	2111003	9000001	7111000	0	""	-1	0	0	0
1109020	1	陷仙	0	2	11	90	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	6000	10000	100	100	100	1100020	0	2	11	1109020	10	1001000	63	2001010	3	3	31	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400309000	2
1209020	1	弦断神	0	2	12	90	12	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	6000	10000	100	100	100	1100020	0	2	11	1209020	10	1001000	63	2001010	3	3	31	0	0	Data/player/9weapon/070piano.nif	21	2001203	9000001	7001200	12070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400309000	2
11009020	1	弑神冠	1	2	10	90	110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	11100020	0	2	11	11009020	10011	1011000	63	2011010	2	2	17	0	0	Data/player/1kunlun/%s/070hair.nif	1	2011003	9000001	7011000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309001	2
21009020	1	焚神心[攻击]	2	2	10	90	210	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	100	21100020	0	2	11	21009020	10011	1021000	25	2021010	2	2	15	0	0	0	0	2021003	9000001	7021000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309002	2
31009020	1	凝神念[物防]	3	2	10	93	310	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3100	10000	100	100	100	31100020	0	2	11	31009020	10011	1031000	25	2031010	2	2	15	0	0	0	0	2031003	9000001	7031000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309003	2
41009020	1	弑神护肩	4	2	10	90	410	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	41100020	0	2	11	41009020	10011	1041000	63	2041010	2	2	17	0	0	Data/player/1kunlun/%s/070sdr.nif	4	2041003	9000001	7041000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309004	2
51009020	1	弑神裳	5	2	10	100	510	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3450	10000	100	100	100	51100020	0	2	11	51009020	10011	1051000	63	2051010	3	3	31	0	0	Data/player/1kunlun/%s/070body.nif	5	2051003	9000001	7051000	510070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309005	2
61009020	1	弑神带	6	2	10	95	610	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3000	10000	100	100	100	61100020	0	2	11	61009020	10011	1061000	63	2061010	3	3	31	0	0	0	0	2061003	9000001	7061000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309006	2
71009020	1	弑神裤	7	2	10	96	710	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	2	2	1	0	3500	10000	100	100	100	71100020	0	2	11	71009020	10011	1071000	63	2071010	3	3	31	0	0	0	0	2071003	9000001	7071000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309007	2
81009020	1	弑神鞋	8	2	10	90	810	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	81100020	0	2	11	81009020	10011	1081000	63	2081010	2	2	17	0	0	0	0	2081003	9000001	7081000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309008	2
91009020	0	弑神护腕	9	2	10	90	910	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	2	1	0	3000	10000	100	100	100	91100020	0	2	11	91009020	10011	1091000	63	2091010	2	2	17	0	0	0	0	2091003	9000001	7091000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309009	2
101009020	1	弑神手套	10	2	10	90	1010	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	10	0	1	0	3000	10000	100	100	100	101100020	0	2	11	101009020	10011	1101000	63	2101010	2	2	17	0	0	0	0	2101003	9000001	7101000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309010	2
111009020	1	摄神魄[攻击]	11	2	10	95	1110	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	6	2	1	0	3250	10000	100	100	100	111100020	0	2	11	111009020	10011	1111000	25	2111010	2	2	15	0	0	0	0	2111003	9000001	7111000	0	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	-1	0	400309011	2
1109030	1	戮仙	0	3	11	90	11	0	-1	0	0	0	0	0	0	0	0	0	1	10000	1	0	3	2	1	0	24000	10000	100	100	100	1100030	1	2	11	1109030	10	1001000	80	2001010	3	3	32	0	0	Data/player/9weapon/070sword.nif	0	2001103	9000001	7001100	11070	/C48此装备可以熔炼为碎片，消耗碎片也可以重铸装备	350	0	400409000	5
